,BrandName,Deatils,Sizes,MRP,SellPrice,Discount,Category
7,haute curry,lapel collar rayon flex regular womens dress - peach,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1299",649,50% off,Indianwear-Women
8,sanaa,printed rayon mandarin womens kurti - red,"Size:Large,Medium,Small,XX-Large","Rs
999",499,50% off,Indianwear-Women
9,stop,printed cotton mandarin womens knee length kurta - maroon,"Size:S,M,L,X-Large,X-Small,XX-Large,XXX-Large","Rs
799",559,30% off,Indianwear-Women
10,myshka,solid rayon v neck womens regular kurta - white,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
4999",1249,75% off,Indianwear-Women
11,juniper,ethnic motifs mandarin neck cambric womens tiered dresses with mask - black,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
2499",999,60% off,Indianwear-Women
12,stop,rayon womens 3/4th sleeves kurta - indigo,"Size:S,M,L,X-Large,X-Small,XX-Large","Rs
1199",599,50% off,Indianwear-Women
13,stop,solid calf length casual wear kurta - sage,"Size:S,M,L,X-Large,X-Small,XX-Large","Rs
1099",549,50% off,Indianwear-Women
14,biba,band collar rayon flared womens dresses - rust,"Size:32,34,36,38,40,42",Nan,2999,Nan,Indianwear-Women
15,varanga,embellished round neck cotton womens straight kurta - pink,"Size:Large,Medium,Small,XX-Large","Rs
2999",899,70% off,Indianwear-Women
16,haute curry,printed round neck regular womens tunics & tops - natural,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
799",399,50% off,Indianwear-Women
17,stop,solid regular fit cotton womens casual pants - mouse,"Size:2XL/3XL,Large/X-Large,Small/Medium",Nan,699,Nan,Indianwear-Women
18,juniper,printed cotton mandarin womens a line tunic - purple,Size:Small,"Rs
1299",714,45% off,Indianwear-Women
19,infuse,printed rayon womens casual pants - navy,"Size:Large,Medium,Small,X-Large","Rs
999",399,60% off,Indianwear-Women
20,sanaa,printed cotton mandarin womens kurta - black,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1049",524,50% off,Indianwear-Women
21,biba,embroidred v neck poly cotton womens kurta pants set - blue,"Size:32,34,36,38,42","Rs
3999",2799,30% off,Indianwear-Women
22,Nan,Nan,Nan,Nan,Nan,Nan,Indianwear-Women
23,juniper,printed silk round neck womens salwar kurta dupatta set - blue,"Size:Large,Medium","Rs
4799",2399,50% off,Indianwear-Women
24,myshka,printed cotton round neck womens regular kurta - yellow,"Size:Medium,Small","Rs
1599",479,70% off,Indianwear-Women
25,haute curry,solid round neck regular womens tunics & tops - blue,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
999",499,50% off,Indianwear-Women
0,varanga,printed cotton halter neck womens calf length kurta - blue,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
3299",824,75% off,Indianwear-Women
1,juniper,printed cotton mandarin womens straight tunic - ivory,Size:Small,"Rs
1499",674,55% off,Indianwear-Women
2,varanga,embellished round neck silk blend womens ethnic set - pink,"Size:Large,Small,X-Large,X-Small","Rs
8999",2699,70% off,Indianwear-Women
3,biba,printed round neck straight fit womens kurta - yellow,"Size:32,34,36,38,40,42,46","Rs
1799",1259,30% off,Indianwear-Women
4,juniper,printed rayon mandarin womens a line dress - mint,"Size:Large,Medium,Small,X-Large","Rs
2799",979,65% off,Indianwear-Women
5,juniper,embroidered georgette round neck womens kurta palazzo set - grey,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
4799",1919,60% off,Indianwear-Women
6,stop,solid flared fit flex womens casual wear palazzo - red,"Size:Large/X-Large,Small/Medium,XX-Large/XXX-Large","Rs
799",319,60% off,Indianwear-Women
7,myshka,printed round neck womens kurti - multi,",Medium,Small,X-Large,XX-Large","Rs
2999",899,70% off,Indianwear-Women
8,stop,solid flared fit flex womens casual wear palazzo - fuschia,"Size:Large/X-Large,Small/Medium,XX-Large/XXX-Large","Rs
799",319,60% off,Indianwear-Women
9,stop,printed rayon womens 3/4th sleeves kurta - rose gold,"Size:S,M,L,X-Large,X-Small,XX-Large","Rs
1199",479,60% off,Indianwear-Women
10,varanga,embroidered scoop neck cotton womens ethnic set - pink,"Size:Large,Medium,Small,X-Small","Rs
6999",2099,70% off,Indianwear-Women
11,juniper,womens black georgette printed anarkali kurta with poly crepe lining - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
2799",979,65% off,Indianwear-Women
12,stop,embroidered rayon round neck womens regular tunic - olive,"Size:XL,Large,Medium,Small,XX-Large","Rs
999",499,50% off,Indianwear-Women
13,varanga,gotta patti round neck straight designer womens kurtas - red,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
2999",899,70% off,Indianwear-Women
14,stop,womens printed knee length daily wear kurta - rust,"Size:S,M,X-Small","Rs
799",399,50% off,Indianwear-Women
15,stop,printed cotton womens 3/4th sleeves kurta - teal,"Size:S,M,L,X-Large,X-Small,XX-Large","Rs
1499",749,50% off,Indianwear-Women
16,juniper,printed rayon mandarin womens straight kurta - black,"Size:Large,Medium,Small,X-Large","Rs
1699",679,60% off,Indianwear-Women
17,stop,printed flex womens full length palazzo - off white,"Size:2XL/3XL,Large/X-Large,Small/Medium","Rs
899",449,50% off,Indianwear-Women
18,juniper,printed rayon round neck womens tiered dress - yellow,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1999",999,50% off,Indianwear-Women
19,stop,printed rayon round neck womens casual tunic - peach,"Size:XL,Large,Medium,Small,XX-Large","Rs
999",499,50% off,Indianwear-Women
20,yuris,paisley cotton round neck womens salwar suit - multi,"Size:Medium,Small,XX-Large,XXX-Large","Rs
3499",1399,60% off,Indianwear-Women
21,jack and jones,suede regular slip on mens loafers - brown,"Size:41,42,43,44","Rs
3999",2399,40% off,Indianwear-Women
22,Nan,Nan,Nan,Nan,Nan,Nan,Indianwear-Women
23,kashish,embroidered viscose blend round neck womens a-line kurta - peach,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1999",999,50% off,Indianwear-Women
24,juniper,printed rayon v neck womens flared dress - green,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
3499",1924,45% off,Indianwear-Women
25,juniper,floral round neck rayon slub flared womens kurta - coral,"Size:Large,Medium,Small,X-Large","Rs
2499",999,60% off,Indianwear-Women
0,stop,boat neck womens kurta - natural,"Size:S,M,L,X-Large,X-Small","Rs
1199",599,50% off,Indianwear-Women
1,yuris,motif cotton round neck womens salwar suit - multi,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
3499",1399,60% off,Indianwear-Women
2,haute curry,printed round neck regular womens tunics & tops - white,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
999",499,50% off,Indianwear-Women
3,myshka,embroidered silk blend round neck womens kurta palazzo set - pink,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
5999",1499,75% off,Indianwear-Women
4,haute curry,solid round neck regular womens tunics & tops - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
499",249,50% off,Indianwear-Women
5,juniper,solid cotton round neck womens flared dress - purple,"Size:Large,Medium,Small,X-Large","Rs
2599",1039,60% off,Indianwear-Women
6,biba,printed cotton round neck womens salwar kurta dupatta set - blue,"Size:32,34,36,38,42","Rs
3599",2159,40% off,Indianwear-Women
7,infuse,printed cotton mandarin collar womens knee length kurta - red,"Size:Large,Medium,Small,X-Small","Rs
799",399,50% off,Indianwear-Women
8,ziyaa,floral round neck polyester womens ethnic set - green,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
2258",790,65% off,Indianwear-Women
9,kashish,embroidered viscose blend round neck womens straight kurta - yellow,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large","Rs
1599",799,50% off,Indianwear-Women
10,stop,printed rayon round neck womens regular tunic - grey,"Size:XL,Large,Medium,Small,XX-Large","Rs
1299",649,50% off,Indianwear-Women
11,juniper,striped cotton chanderi woven womens dupatta - off white,Nan,"Rs
899",269,70% off,Indianwear-Women
12,haute curry,printed rayon v neck womens ethnic dress - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1499",749,50% off,Indianwear-Women
13,sanaa,printed rayon blend collar neck womens kurti - blue,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1299",649,50% off,Indianwear-Women
14,stop,printed  rayon womens 3/4 sleeves kurta - navy,"Size:S,M,L,X-Large,X-Small,XX-Large","Rs
1199",479,60% off,Indianwear-Women
15,juniper,solid polyester round neck womens straight kurta - grey,"Size:Large,Medium,Small,X-Large","Rs
2399",959,60% off,Indianwear-Women
16,juniper,printed cotton mandarin womens ethnic set - pink,"Size:Small,X-Large,XX-Large","Rs
2299",919,60% off,Indianwear-Women
17,juniper,printed round neck chiffon womens flared dress - navy,"Size:Large,Medium,Small,X-Small","Rs
3299",1484,55% off,Indianwear-Women
18,stop,printed cotton mandarin womens knee length kurta - off white,"Size:XL,Large,Medium,Small,X-Small,XX-Large,XXX-Large","Rs
899",629,30% off,Indianwear-Women
19,myshka,printed organza round neck womens dress - multi,",Medium,Small,X-Large,XX-Large","Rs
3999",1199,70% off,Indianwear-Women
20,juniper,printed rayon round neck womens peplum tunic - blue,"Size:Large,Medium,Small,X-Large","Rs
1599",639,60% off,Indianwear-Women
21,myshka,printed cotton collar neck womens kurta palazzo set - green,"Size:Large,Small,XX-Large","Rs
2999",749,75% off,Indianwear-Women
22,Nan,Nan,Nan,Nan,Nan,Nan,Indianwear-Women
23,kashish,embroidered round neck viscose blend womens ethnic set - natural,"Size:Large,X-Large,X-Small","Rs
3499",1749,50% off,Indianwear-Women
24,stop,printed rayon round neck womens casual tunic - green,"Size:XL,Large,Medium,Small,XX-Large","Rs
999",499,50% off,Indianwear-Women
25,myshka,printed cotton blend round neck womens top - navy,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1899",569,70% off,Indianwear-Women
0,stop,printed rayon mandarin womens straight kurta - black,"Size:S,M,L,X-Large,X-Small,XX-Large,XXX-Large","Rs
899",629,30% off,Indianwear-Women
1,juniper,embroidered georgette round neck womens a line dress - mustard,"Size:Large,X-Large","Rs
2299",919,60% off,Indianwear-Women
2,biba,womens indigo cotton kurta - indigo,"Size:32,34,38,40,42","Rs
1999",999,50% off,Indianwear-Women
3,juniper,embroidered rayon round neck womens straight kurta - grey,"Size:Large,Medium,Small,X-Large","Rs
2599",779,70% off,Indianwear-Women
4,myshka,solid cotton v neck womens kurta palazzo set - green,",Small,X-Large,XX-Large","Rs
3999",1199,70% off,Indianwear-Women
5,stop,embroidered round neck straight fit womens kurta - rose gold,"Size:S,M,L,X-Large,X-Small,XX-Large","Rs
799",399,50% off,Indianwear-Women
6,stop,printed rayon v neck womens tunic - coral,"Size:XL,Large,Medium,Small,XX-Large","Rs
999",499,50% off,Indianwear-Women
7,juniper,ethnic motifs mandarin neck cambric womens tiered dresses with mask - peach,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
3499",1574,55% off,Indianwear-Women
8,kashish,embroidered viscose blend round neck womens a-line kurta - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
2499",1249,50% off,Indianwear-Women
9,juniper,printed mandarin rayon womens ethnic set - maroon,"Size:Large,Medium,Small,X-Large,X-Small","Rs
3299",1484,55% off,Indianwear-Women
10,ziyaa,floral mandarin polyester womens ethnic set - green,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
1785",803,55% off,Indianwear-Women
11,stop,printed rayon womens 3/4th sleeves kurta - mustard,"Size:S,M,L,X-Large,X-Small,XX-Large","Rs
1499",749,50% off,Indianwear-Women
12,biba,yarndyed round neck rayon metallic womens kurta pants - fuschia,"Size:32,34,36,38,40,42","Rs
2999",2099,30% off,Indianwear-Women
13,kashish,embroidered viscose blend round neck womens a-line kurta - brown,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
2499",1249,50% off,Indianwear-Women
14,kashish,embroidered viscose blend round neck womens calf length kurta - dark grey,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",Nan,1599,Nan,Indianwear-Women
15,stop,printed mandarin collar straight fit womens kurta - brown,"Size:S,M,L,X-Large,X-Small,XX-Large,XXX-Large","Rs
799",399,50% off,Indianwear-Women
16,juniper,printed rayon round neck womens tiered dress - pink,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
2499",999,60% off,Indianwear-Women
17,juniper,womens white rayon flex solid straight pants with lacework in hem - white,"Size:Large,Medium,Small,X-Large,X-Small","Rs
999",649,35% off,Indianwear-Women
18,infuse,embroidered chanderi round neck womens kurta - fuschia,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1999",999,50% off,Indianwear-Women
19,stop,printed rayon round neck womens regular tunic - black,"Size:XL,Large,Medium,XX-Large","Rs
1299",649,50% off,Indianwear-Women
20,stop,printed cotton mandarin womens knee length kurta - green,"Size:XL,Large,Medium,Small,X-Small,XX-Large,XXX-Large","Rs
899",629,30% off,Indianwear-Women
21,varanga,printed cotton round neck womens calf length kurta - blue,"Size:Medium,Small","Rs
3299",824,75% off,Indianwear-Women
22,Nan,Nan,Nan,Nan,Nan,Nan,Indianwear-Women
23,kashish,embroidered viscose blend round neck womens straight kurta - mint,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large","Rs
1599",799,50% off,Indianwear-Women
24,myshka,embroidered chanderi silk round neck womens kurta palazzo set - black,"Size:Small,X-Large","Rs
6499",1299,80% off,Indianwear-Women
25,haute curry,printed round neck regular womens jacket - fuchsia,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1299",649,50% off,Indianwear-Women
0,juniper,chevron round neck alphin chiffon womens flared dress - black,"Size:Large,Medium,Small,X-Large,X-Small","Rs
3299",1484,55% off,Indianwear-Women
1,myshka,printed round neck womens tunic - multi,",Medium,Small","Rs
2499",749,70% off,Indianwear-Women
2,biba,printed band collar straight fit womens kurta - red,"Size:32,34,36,38,40,42","Rs
2599",1559,40% off,Indianwear-Women
3,juniper,floral chiffon square neck womens flared dress - pink,"Size:Large,Medium,Small,X-Large","Rs
2999",899,70% off,Indianwear-Women
4,kashish,embroidered mandarin viscose blend womens calf length kurta - blue,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1699",849,50% off,Indianwear-Women
5,myshka,printed cotton collar neck womens kurta palazzo set - multi,"Size:Medium,Small,XX-Large","Rs
2999",749,75% off,Indianwear-Women
6,juniper,womens ivory georgette printed anarkali kurta with poly crepe lining - ivory,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
2799",979,65% off,Indianwear-Women
7,infuse,printed cotton flex mandarin neck womens high low tunic - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
999",399,60% off,Indianwear-Women
8,janasya,geometric crepe round neck womens kurta - wine,"Size:Large,Medium,Small,X-Small,XX-Large","Rs
1579",552,65% off,Indianwear-Women
9,varanga,embroidered round neck cotton womens ethnic set - pink,"Size:Large,Medium,Small,X-Small","Rs
7999",2399,70% off,Indianwear-Women
10,infuse,floral rayon round neck womens maxi dress - teal,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1799",899,50% off,Indianwear-Women
11,indya,printed nylon woven womens festive wear dupatta - maroon,Nan,Nan,1800,Nan,Indianwear-Women
12,kashish,embroidered viscose blend round neck womens calf length kurta - dark grey,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large","Rs
1599",799,50% off,Indianwear-Women
13,yuris,motif cotton mandarin womens salwar suit - multi,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
3499",1399,60% off,Indianwear-Women
14,varanga,embellished mandarin cotton womens straight kurta - blue,"Size:Large,Medium,Small","Rs
3299",989,70% off,Indianwear-Women
15,sanaa,solid rayon mandarin womens kurta - green,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
999",499,50% off,Indianwear-Women
16,aurelia,printed viscose mandarin womens straight kurta - green,"Size:Large,Medium,Small,X-Small",Nan,1599,Nan,Indianwear-Women
17,ziyaa,floral round neck polyester womens ethnic set - green,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
2842",994,65% off,Indianwear-Women
18,ziyaa,floral crepe mandarin womens a line kurta - pink,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
2007",802,60% off,Indianwear-Women
19,zink london,solid cotton womens ankle length palazzo - blue,"Size:Small,X-Large","Rs
1799",1079,40% off,Indianwear-Women
20,stop,solid straight fit cotton lycra womens casual wear pants - pink,"Size:L,X-Small,XX-Large","Rs
899",359,60% off,Indianwear-Women
21,stop,printed cotton mandarin womens knee length kurta - grey,"Size:S,M,L,X-Large,X-Small,XX-Large,XXX-Large","Rs
799",399,50% off,Indianwear-Women
22,Nan,Nan,Nan,Nan,Nan,Nan,Indianwear-Women
23,janasya,solid v neck chiffon womens regular fit dress - mustard,"Size:X-Large,X-Small,XX-Large,XXX-Large","Rs
2599",1299,50% off,Indianwear-Women
24,biba,printed round neck straight fit womens kurta - sky blue,"Size:32,34,36,38,40,42","Rs
1299",779,40% off,Indianwear-Women
25,indya,embroidered georgette round neck womens kurta - purple,"Size:Large,Small,X-Large,X-Small,XX-Large","Rs
2450",1960,20% off,Indianwear-Women
0,kashish,embroidered viscose blend round neck womens ethnic set - dusty pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Nan,4499,Nan,Indianwear-Women
1,juniper,printed rayon round neck womens peplum tunic - pink,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1599",719,55% off,Indianwear-Women
2,janasya,floral silk round neck womens kurta palazzo set - pink,"Size:Large,Small,X-Large,X-Small,XX-Large,XXX-Large","Rs
2329",1048,55% off,Indianwear-Women
3,stop,solid cotton lycra womens full length palazzos - maroon,"Size:Large/X-Large,Small/Medium,XX-Large/XXX-Large","Rs
999",399,60% off,Indianwear-Women
